Procedimento;Classificação;D.V.;Descrição;Valor
10543;04.04.01.044;0;ANTROSTOMIA DE MAXILA INTRANASAL;"44,34"
2430;04.04.01.004;0;ANTROTOMIA DA MASTOIDE (DRENAGEM DE OTITE NO LACTENTE);"295,09"
1065;02.10.01.004;5;AORTOGRAFIA ABDOMINAL;"189,73"
1070;02.10.01.005;3;AORTOGRAFIA TORACICA;"170,44"
4643;07.01.03.001;1;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUCAO OSSEA CONVENCIONAL TIPO A;"500,00"
4644;07.01.03.002;0;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO DE CONDUCAO OSSEA RETROAURICULAR TIPO A;"500,00"
4634;07.01.03.003;8;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO A;"525,00"
4635;07.01.03.004;6;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO B;"700,00"
4636;07.01.03.005;4;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRA-AURICULAR TIPO C;"1.100,00"
4637;07.01.03.006;2;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO A;"525,00"
4638;07.01.03.007;0;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO B;"700,00"
4639;07.01.03.008;9;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO INTRACANAL TIPO C;"1.100,00"
4640;07.01.03.009;7;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO A;"525,00"
4641;07.01.03.010;0;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO B;"700,00"
4642;07.01.03.011;9;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO MICROCANAL TIPO C;"1.100,00"
4631;07.01.03.012;7;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO A;"525,00"
4632;07.01.03.013;5;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO B;"700,00"
4633;07.01.03.014;3;APARELHO DE AMPLIFICACAO SONORA INDIVIDUAL (AASI) EXTERNO RETRO-AURICULAR TIPO C;"1.100,00"
4969;07.01.07.001;3;APARELHO FIXO BILATERAL PARA FECHAMENTO DE DIASTEMA;"10,00"
10052;07.01.07.017;0;APARELHO ORTODONTICO FIXO;"175,00"
4970;07.01.07.002;1;APARELHO ORTOPEDICO E ORTODONTICO REMOVIVEL;"60,00"
10051;07.01.07.016;1;APARELHO ORTOPEDICO FIXO;"175,00"
4979;07.01.07.003;0;APARELHO P/ BLOQUEIO MAXILO-MANDIBULAR;"23,54"
2953;04.07.02.003;9;APENDICECTOMIA;"414,62"
3010;04.07.02.004;7;APENDICECTOMIA VIDEOLAPAROSCOPICA;"421,40"
4123;04.14.02.002;2;APICECTOMIA COM OU SEM OBTURACAO RETROGRADA;"21,92"
5;01.01.02.005;8;APLICACAO DE CARIOSTATICO (POR DENTE);"0,00"
6126;03.06.02.002;5;APLICACAO DE FATOR IX DE COAGULACAO;"5,39"
1644;03.06.02.003;3;APLICACAO DE FATOR VIII DE COAGULACAO;"5,39"
2618;04.05.03.001;0;APLICACAO DE PLACA RADIOATIVA EPISCLERAL;"1.145,16"
6;01.01.02.006;6;APLICACAO DE SELANTE (POR DENTE);"0,00"
20144;01.01.04.006;7;APLICACAO DE SUPLEMENTOS DE MICRONUTRIENTES;"0,00"
1313;02.11.10.001;3;APLICACAO DE TESTE P/ PSICODIAGNOSTICO;"2,74"
4;01.01.02.007;4;APLICACAO TOPICA DE FLUOR (INDIVIDUAL POR SESSAO);"0,00"
10157;03.01.08.033;0;APOIO A SERVICO RESIDENCIAL DE CARATER TRANSITORIO POR CENTRO DE ATENCAO PSICOSSOCIAL;"0,00"
10288;07.01.01.031;2;APOIO PARA ESTABILIZACAO DA CABECA NA CADEIRA DE RODAS;"82,80"
10287;07.01.01.030;4;APOIOS LATERAIS DE QUADRIL PARA CADEIRA DE RODAS;"90,50"
10286;07.01.01.029;0;APOIOS LATERAIS DO TRONCO EM 3 OU 4 PONTOS;"90,50"
4124;04.14.02.003;0;APROFUNDAMENTO DE VESTIBULO ORAL (POR SEXTANTE);"21,92"
10474;01.02.01.019;6;APROVACAO DE PROJETOS BASICOS DE ARQUITETURA;"0,00"
10542;04.04.01.043;1;ARITENOIDECTOMIA COM LARINGOFISSURA;"991,37"
4877;07.02.03.003;1;ARRUELA DENTEADA;"41,06"
4876;07.02.03.004;0;ARRUELA LISA;"8,05"
4871;07.02.03.005;8;ARRUELAS DE TITANIO PARA CIRURGIA DA COLUNA;"86,81"
1075;02.10.01.006;1;ARTERIOGRAFIA CERVICO-TORACICA;"201,01"
1103;02.10.01.007;0;ARTERIOGRAFIA DE MEMBRO;"179,46"
1076;02.10.01.008;8;ARTERIOGRAFIA DIGITAL (POR VIA VENOSA);"200,01"
1107;02.10.01.009;6;ARTERIOGRAFIA P/ INVESTIGACAO DE DOENCA ARTERIOSCLEROTICA AORTO-ILIACA E DISTAL;"504,33"
1089;02.10.01.010;0;ARTERIOGRAFIA P/ INVESTIGACAO DE HEMORRAGIA CEREBRAL;"504,43"
1090;02.10.01.011;8;ARTERIOGRAFIA P/ INVESTIGACAO DE ISQUEMIA CEREBRAL;"504,43"
1088;02.10.01.012;6;ARTERIOGRAFIA PELVICA;"170,44"
1074;02.10.01.013;4;ARTERIOGRAFIA SELETIVA DE CAROTIDA;"190,31"
1072;02.10.01.014;2;ARTERIOGRAFIA SELETIVA POR CATETER (POR VASO);"201,51"
1073;02.10.01.015;0;ARTERIOGRAFIA SELETIVA VERTEBRAL;"201,01"
7537;03.03.09.001;4;ARTROCENTESE DE GRANDES ARTICULACOES;"30,69"
3664;03.03.09.002;2;ARTROCENTESE DE PEQUENAS ARTICULACOES;"0,00"
8462;04.08.03.001;1;ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR CINCO NIVEIS;"2.781,70"
9049;04.08.03.091;7;ARTRODESE CERVICAL / CERVICO TORACICA POSTERIOR QUATRO NIVEIS;"2.781,70"
3348;04.08.03.003;8;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR DOIS NIVEIS;"1.303,00"
8474;04.08.03.004;6;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS;"1.600,27"
8466;04.08.03.005;4;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR TRES NIVEIS;"2.781,70"
3380;04.08.03.002;0;ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR UM NIVEL;"1.576,00"
3374;04.08.03.008;9;ARTRODESE CERVICAL ANTERIOR C1-C2 VIA TRANS-ORAL / EXTRA-ORAL;"1.719,06"
8465;04.08.03.009;7;ARTRODESE CERVICAL ANTERIOR CINCO NIVEIS;"2.781,70"
3347;04.08.03.007;0;ARTRODESE CERVICAL ANTERIOR DOIS NIVEIS;"1.413,00"
8464;04.08.03.010;0;ARTRODESE CERVICAL ANTERIOR QUATRO NIVEIS;"2.781,70"
3375;04.08.03.006;2;ARTRODESE CERVICAL ANTERIOR TRES NIVEIS;"2.072,72"
8461;04.08.03.011;9;ARTRODESE CERVICAL ANTERIOR UM NIVEL;"1.413,00"
3379;04.08.03.012;7;ARTRODESE CERVICAL POSTERIOR C1-C2;"1.303,15"
3430;04.08.04.001;7;ARTRODESE COXOFEMORAL;"1.635,28"
3461;04.08.04.002;5;ARTRODESE DA SINFISE PUBICA;"784,95"
3428;04.08.04.003;3;ARTRODESE DE ARTICULACOES SACROILIACAS;"784,95"
3142;04.08.01.001;0;ARTRODESE DE GRANDES ARTICULACOES ESCAPULO-TORACICAS;"354,91"
3114;04.08.01.002;9;ARTRODESE DE GRANDES ARTICULACOES ESCAPULO-UMERAIS;"377,40"
7507;04.08.05.003;9;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO INFERIOR;"371,12"
7508;04.08.02.003;2;ARTRODESE DE MEDIAS / GRANDES ARTICULACOES DE MEMBRO SUPERIOR;"230,37"
7509;04.08.06.005;0;ARTRODESE DE PEQUENAS ARTICULACOES;"213,79"
3377;04.08.03.014;3;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL DOIS NIVEIS;"2.166,29"
8468;04.08.03.015;1;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL QUATRO NIVEIS;"2.166,29"
8467;04.08.03.016;0;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NIVEIS;"2.166,29"
3376;04.08.03.013;5;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL UM NIVEL;"1.883,27"
3378;04.08.03.017;8;ARTRODESE OCCIPTO-CERVICAL (C2) POSTERIOR;"1.554,00"
8469;04.08.03.018;6;ARTRODESE OCCIPTO-CERVICAL (C3)POSTERIOR;"1.554,00"
8470;04.08.03.019;4;ARTRODESE OCCIPTO-CERVICAL (C4)POSTERIOR;"1.554,00"
8471;04.08.03.020;8;ARTRODESE OCCIPTO-CERVICAL (C5) POSTERIOR;"1.554,00"
8472;04.08.03.021;6;ARTRODESE OCCIPTO-CERVICAL (C6)POSTERIOR;"1.554,00"
8473;04.08.03.022;4;ARTRODESE OCCIPTO-CERVICAL (C7) POSTERIOR;"1.554,00"
3366;04.08.03.024;0;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS;"1.720,27"
3363;04.08.03.023;2;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR UM NIVEL;"1.722,29"
8560;04.08.03.025;9;"ARTRODESE TORACO-LOMBO-SACRA ANTERIOR, TRES NIVEIS";"2.781,70"
8457;04.08.03.028;3;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR CINCO NIVEIS;"2.781,70"
3365;04.08.03.027;5;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR TRES NIVEIS;"2.781,70"
3364;04.08.03.026;7;ARTRODESE TORACO-LOMBO-SACRA POSTERIOR UM NIVEL;"1.722,37"
8455;04.08.03.029;1;"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, DOIS NIVEIS";"2.781,70"
8456;04.08.03.030;5;"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, QUATRO NIVEIS";"2.781,70"
8458;04.08.03.031;3;"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SEIS NIVEIS";"2.781,70"
8459;04.08.03.032;1;"ARTRODESE TORACO-LOMBO-SACRA POSTERIOR, SETE NIVEIS";"2.781,70"
863;02.04.06.001;0;ARTROGRAFIA;"45,34"
10009;04.04.02.056;9;ARTROPLASTIA DA ARTICULACAO TEMPORO-MANDIBULAR (RECIDIVANTE OU NAO);"363,33"
7510;04.08.02.004;0;ARTROPLASTIA DE ARTICULACAO DA MAO;"316,48"
3150;04.08.02.005;9;ARTROPLASTIA DE CABECA DO RADIO;"282,66"
3552;04.08.05.004;7;ARTROPLASTIA DE JOELHO (NAO CONVENCIONAL);"1.602,18"
3274;04.08.02.006;7;ARTROPLASTIA DE PUNHO;"246,43"
3469;04.08.04.004;1;ARTROPLASTIA DE QUADRIL (NAO CONVENCIONAL);"1.635,27"
7512;04.08.06.006;9;ARTROPLASTIA DE RESSECCAO DE MEDIA / GRANDE ARTICULACAO;"1.104,38"
3640;04.08.06.007;7;ARTROPLASTIA DE RESSECCAO DE PEQUENAS ARTICULACOES;"268,41"
3462;04.08.04.007;6;ARTROPLASTIA DE REVISAO OU RECONSTRUCAO DO QUADRIL;"1.678,87"
3136;04.08.01.003;7;ARTROPLASTIA ESCAPULO-UMERAL (NAO CONVENCIONAL);"592,14"
3118;04.08.01.004;5;ARTROPLASTIA ESCAPULO-UMERAL PARCIAL;"613,35"
3134;04.08.01.005;3;ARTROPLASTIA ESCAPULO-UMERAL TOTAL;"592,14"
7511;04.08.01.006;1;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISAO / RECONSTRUCAO;"597,80"
3432;04.08.04.005;0;ARTROPLASTIA PARCIAL DE QUADRIL;"1.570,66"
3464;04.08.04.006;8;ARTROPLASTIA TOTAL DE CONVERSAO DO QUADRIL;"1.916,09"
3119;04.08.02.007;5;ARTROPLASTIA TOTAL DE COTOVELO;"494,93"
3152;04.08.02.008;3;ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO);"402,58"
7513;04.08.05.005;5;ARTROPLASTIA TOTAL DE JOELHO - REVISAO / RECONSTRUCAO;"1.541,34"
3544;04.08.05.006;3;ARTROPLASTIA TOTAL PRIMARIA DO JOELHO;"1.154,84"
3457;04.08.04.008;4;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL CIMENTADA;"1.635,27"
3455;04.08.04.009;2;ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NAO CIMENTADA / HIBRIDA;"1.214,72"
3433;04.08.05.007;1;ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO;"1.154,84"
6258;03.10.01.001;2;ASSISTENCIA AO PARTO SEM DISTOCIA;"0,00"
1375;03.01.05.003;1;ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL NA ATENCAO ESPECIALIZADA;"18,29"
6262;03.01.05.002;3;ASSISTENCIA DOMICILIAR POR EQUIPE MULTIPROFISSIONAL.;"0,00"
6260;03.01.05.005;8;ASSISTENCIA DOMICILIAR POR PROFISSIONAL DE NIVEL MEDIO;"0,00"
1392;03.01.05.004;0;ASSISTENCIA DOMICILIAR TERAPEUTICA MULTIPROFISSIONAL EM HIV/AIDS (ADTM);"18,29"
10153;03.01.08.029;1;ATENCAO AS SITUACOES DE CRISE;"0,00"
2062;03.01.07.007;5;ATENDIMENTO / ACOMPANHAMENTO DE PACIENTE EM REABILITACAO DO DESENVOLVIMENTO NEUROPSICOMOTOR;"17,67"
1671;03.01.07.006;7;ATENDIMENTO / ACOMPANHAMENTO EM REABILITACAO NAS MULTIPLAS DEFICIENCIAS;"7,71"
10479;01.02.01.024;2;ATENDIMENTO A DENUNCIAS/RECLAMACOES;"0,00"
2025;03.03.13.001;6;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS;"66,47"
1800;03.03.13.002;4;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES;"74,75"
1826;03.03.13.003;2;ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS;"73,72"
1380;03.10.01.002;0;ATENDIMENTO AO RECEM-NASCIDO NO MOMENTO DO NASCIMENTO;"55,20"
1365;03.01.04.002;8;"ATENDIMENTO CLINICO P/ INDICACAO, FORNECIMENTO E INSERCAO DO DISPOSITIVO INTRA-UTERINO (DIU)";"0,00"
1364;03.01.04.001;0;ATENDIMENTO CLINICO PARA INDICACAO E FORNECIMENTO DO DIAFRAGMA UTERINO;"0,00"
10346;03.01.14.001;4;ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS;"0,00"
1367;03.01.06.002;9;ATENDIMENTO DE URGENCIA C/ OBSERVACAO ATE 24 HORAS EM ATENCAO ESPECIALIZADA;"12,47"
1345;03.01.06.003;7;ATENDIMENTO DE URGENCIA EM ATENCAO BASICA;"0,00"
1363;03.01.06.004;5;ATENDIMENTO DE URGENCIA EM ATENCAO BASICA COM OBSERVACAO ATE 8 HORAS;"0,00"
1344;03.01.06.005;3;ATENDIMENTO DE URGENCIA EM ATENCAO BASICA COM REMOCAO;"0,00"
1369;03.01.06.006;1;ATENDIMENTO DE URGENCIA EM ATENCAO ESPECIALIZADA;"11,00"
4070;04.13.01.001;5;ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO;"279,96"
4053;04.13.01.002;3;ATENDIMENTO DE URGENCIA EM PEQUENO QUEIMADO;"0,00"
10148;03.01.08.024;0;ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENCAO PSICOSSOCIAL E/OU FAMILIARES;"0,00"
1378;03.01.09.001;7;ATENDIMENTO EM GERIATRIA (1 TURNO);"21,98"
6130;03.01.09.002;5;ATENDIMENTO EM GERIATRIA (2 TURNOS);"25,03"
10145;03.01.08.021;6;ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL;"0,00"
21288;03.01.04.008;7;ATENDIMENTO EM GRUPO NA ATENCAO BASICA;"0,00"
1681;03.01.08.014;3;ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL;"6,11"
1679;03.01.07.008;3;ATENDIMENTO EM OFICINA TERAPEUTICA I PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA);"6,66"
1682;03.01.08.015;1;ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL;"23,16"
1680;03.01.07.009;1;ATENDIMENTO EM OFICINA TERAPEUTICA II PARA PORTADOR DE NECESSIDADES ESPECIAIS (POR OFICINA);"25,24"
6112;03.01.08.016;0;ATENDIMENTO EM PSICOTERAPIA DE GRUPO;"5,59"
10146;03.01.08.022;4;ATENDIMENTO FAMILIAR EM CENTRO DE ATENCAO PSICOSSOCIAL;"0,00"
6055;03.02.02.001;2;ATENDIMENTO FISIOTERAPEUTICO DE PACIENTE COM CUIDADOS PALIATIVOS;"6,35"
6081;03.02.06.004;9;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO;"6,35"
6058;03.02.03.002;6;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM ALTERACOES OCULOMOTORAS PERIFERICAS;"4,67"
9033;03.02.07.003;6;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM SEQUELAS POR QUEIMADURAS (MEDIO E GRANDE QUEIMADOS);"4,67"
6070;03.02.04.003;0;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO CLINICO CARDIOVASCULAR;"4,67"
6066;03.02.04.001;3;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO COM COMPLICACOES SISTEMICAS;"6,35"
6061;03.02.04.002;1;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE COM TRANSTORNO RESPIRATORIO SEM COMPLICACOES SISTEMICAS;"4,67"
9032;03.02.07.002;8;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE GRANDE QUEIMADO;"6,35"
9031;03.02.07.001;0;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE MEDIO QUEIMADO;"4,67"
9034;03.02.01.003;3;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NEONATO;"6,35"
9028;03.02.02.003;9;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE E POS CIRURGIA ONCOLOGICA;"6,35"
6052;03.02.01.001;7;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS CIRURGIAS UROGINECOLOGICAS;"6,35"
6085;03.02.06.005;7;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE NO PRE/POS-OPERATORIO DE NEUROCIRURGIA;"6,35"
9027;03.02.02.002;0;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE ONCOLOGICO CLINICO;"4,67"
6073;03.02.04.004;8;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTE PRE/POS CIRURGIA CARDIOVASCULAR;"6,35"
6051;03.02.01.002;5;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES C/ DISFUNCOES UROGINECOLOGICAS;"4,67"
6059;03.02.03.001;8;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM ALTERACOES OCULOMOTORAS CENTRAIS C/ COMPROMETIMENTO SISTEMICO;"6,35"
6084;03.02.06.002;2;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS COM COMPLICACOES SISTEMICAS;"6,35"
6082;03.02.06.001;4;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES COM DISTURBIOS NEURO-CINETICO-FUNCIONAIS SEM COMPLICACOES SISTEMICAS;"4,67"
6068;03.02.05.001;9;ATENDIMENTO FISIOTERAPEUTICO EM PACIENTES NO PRE E POS-OPERATORIO NAS DISFUNCOES MUSCULO ESQUELETICAS;"6,35"
6069;03.02.05.003;5;ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MUSCULO- ESQUELETICAS C/ COMPLICAÇÕES SISTEMICAS;"6,35"
6067;03.02.05.002;7;ATENDIMENTO FISIOTERAPEUTICO NAS ALTERACOES MOTORAS;"4,67"
6076;03.02.06.003;0;ATENDIMENTO FISIOTERAPEUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR;"4,67"
6074;03.02.04.005;6;ATENDIMENTO FISIOTERAPEUTICO NAS DISFUNCOES VASCULARES PERIFERICAS;"4,67"
10144;03.01.08.020;8;ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENCAO PSICOSSOCIAL;"0,00"
1683;03.01.08.017;8;ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA;"2,55"
10137;03.01.05.009;0;ATENDIMENTO MEDICO COM FINALIDADE DE ATESTAR OBITO;"0,00"
6207;03.01.06.009;6;ATENDIMENTO MEDICO EM UNIDADE DE PRONTO ATENDIMENTO;"11,00"
10350;03.01.04.005;2;ATENDIMENTO MULTIPROFISSIONAL PARA ATENCAO AS PESSOAS EM SITUACAO DE VIOLENCIA SEXUAL;"100,00"
1360;03.01.06.010;0;ATENDIMENTO ORTOPEDICO COM IMOBILIZACAO PROVISORIA;"13,00"
10077;03.01.03.019;7;ATENDIMENTO PRE-HOSPITALAR MOVEL (MOTOLANCIA);"0,00"
6031;03.01.03.002;2;ATENDIMENTO PRE-HOSPITALAR MOVEL (VEICULO DE INTERVENCAO RAPIDA);"0,00"
6022;03.01.03.006;5;ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE;"19,81"
6021;03.01.03.007;3;ATENDIMENTO PRE-HOSPITALAR MOVEL DE SALVAMENTO E RESGATE MEDICALIZADO;"29,73"
6030;03.01.03.008;1;ATENDIMENTO PRE-HOSPITALAR MOVEL PELO SAMU 192: SALVAMENTO E RESGATE (AMBULANCIA TIPO C);"0,00"
9716;03.01.07.016;4;ATENDIMENTO/ACOMPANHAMENTO EM REABILITACAO VISUAL;"12,00"
2119;03.01.07.010;5;ATENDIMENTO/ACOMPANHAMENTO INTENSIVO DE PACIENTE EM REABILITAÇÃO FÍSICA (1 TURNO PACIENTE-DIA - 15 ATENDIMENTOS-MÊS);"17,55"
2;01.01.01.001;0;ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO BASICA;"0,00"
6115;01.01.01.002;8;ATIVIDADE EDUCATIVA / ORIENTACAO EM GRUPO NA ATENCAO ESPECIALIZADA;"2,70"
10299;01.02.02.002;7;ATIVIDADE EDUCATIVA EM SAUDE DO TRABALHADOR;"0,00"
10477;01.02.01.022;6;ATIVIDADE EDUCATIVA PARA A POPULACAO;"0,00"
6159;01.02.01.005;6;ATIVIDADES EDUCATIVAS PARA O SETOR REGULADO;"0,00"
10505;01.02.01.050;1;"ATIVIDADES EDUCATIVAS SOBRE A TEMATICA DA DENGUE,REALIZADAS PARA A POPULACAO";"0,00"
10506;01.02.01.051;0;"ATIVIDADES EDUCATIVAS,COM RELACAO AO CONSUMO DE SODIO, ACUCAR E GORDURAS, REALIZADAS PARA O SETOR REGULADO E A POPULACAO";"0,00"
9962;06.04.36.001;0;ATORVASTATINA 10 MG (POR COMPRIMIDO);"0,00"
9963;06.04.36.002;9;ATORVASTATINA 20 MG (POR COMPRIMIDO);"0,00"
9964;06.04.36.003;7;ATORVASTATINA 40 MG (POR COMPRIMIDO);"0,00"
2877;04.06.03.008;1;ATRIOSEPTOSTOMIA C/ CATETER BALAO;"1.058,86"
36332;07.01.03.033;0;AUDIO PROCESSADOR DA PROTESE AUDITIVA ANCORADA NO OSSO;"15.007,50"
1250;02.11.07.002;5;AUDIOMETRIA DE REFORCO VISUAL (VIA AEREA / OSSEA);"21,00"
1232;02.11.07.003;3;AUDIOMETRIA EM CAMPO LIVRE;"20,13"
1249;02.11.07.004;1;AUDIOMETRIA TONAL LIMIAR (VIA AEREA / OSSEA);"21,00"
10410;01.02.01.064;1;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACÊUTICOS;"0,00"
10411;01.02.01.065;0;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS;"0,00"
10412;01.02.01.066;8;AUDITORIAS INTERNAS REALIZADAS NO DEPARTAMENTO RESPONSÁVEL PELAS ATIVIDADES DE INSPEÇÃO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAÚDE;"0,00"
2257;04.13.04.001;1;AUTONOMIZACAO DE RETALHO;"31,28"
8411;05.01.04.001;3;AUTO-PROVA CRUZADA EM RECEPTOR DE RIM (AUTO CROSS-MATCH);"45,51"
6128;01.01.04.002;4;AVALIACAO ANTROPOMETRICA;"0,00"
1229;02.11.07.005;0;AVALIACAO AUDITIVA COMPORTAMENTAL;"18,00"
2141;02.11.03.001;5;AVALIACAO CINEMATICA E DE PARAMETROS LINEARES;"1,26"
2142;02.11.03.002;3;"AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES";"1,26"
10334;03.01.01.021;8;AVALIACAO CLINICA DE DIAGNOSTICO DE DOENCAS RARAS EIXO I: 3 - ERROS INATOS DE METABOLISSMO;"600,00"
4273;05.02.01.001;0;AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS;"215,00"
4272;05.02.01.002;9;AVALIACAO CLINICA DE MORTE ENCEFALICA EM MENOR DE 2 ANOS;"275,00"
9070;03.01.13.001;9;AVALIACAO CLINICA E ELETRONICA DE DISPOSITIVO ELETRICO CARDIACO IMPLANTAVEL;"31,50"
10332;03.01.01.019;6;AVALIACAO CLINICA PARA DIAGNOSTICO DE DOENCAS RARAS - EIXO I: 1-ANOMAILIAS CONGENITAS OU DE MANIFESTACAO TARDIA;"800,00"
10333;03.01.01.020;0;AVALIACAO CLINICA PARA DIAGNOSTICO DE DOENCAS RARAS - EIXO I: 2- DEFICIENCIA INTELECTUAL;"800,00"
2143;02.11.03.003;1;AVALIACAO DE EQUILIBRIO ESTATICO EM PLACA DE FORCA;"1,26"
1283;02.11.03.004;0;AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA;"10,00"
1286;02.11.03.005;8;AVALIACAO DE FUNCAO E MECANICA RESPIRATORIA COM TRANSDUTORES MICROPROCESSADOS;"10,00"
1268;02.11.07.006;8;AVALIACAO DE LINGUAGEM ESCRITA / LEITURA;"4,11"
1266;02.11.07.007;6;AVALIACAO DE LINGUAGEM ORAL;"4,11"
1783;03.09.04.001;9;AVALIACAO DE MARCAPASSO;"0,00"
2144;02.11.03.006;6;AVALIACAO DE MOVIMENTO (POR IMAGEM);"1,26"
