CHAVE,FORMA,GRUPO,PROCEDIMENTO,SUBGRUPO
201010577,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,BIOPSIAS MULTIPLAS P/ ESTADIAMENTO,Coleta de material
201010585,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO ASPIRATIVA DE MAMA POR AGULHA FINA,Coleta de material
201010593,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO DE CISTERNA SUB-OCCIPITAL,Coleta de material
201010607,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO DE MAMA POR AGULHA GROSSA,Coleta de material
201010615,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO DE VAGINA,Coleta de material
201010623,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO EXPLORADORA DO DEFERENTE,Coleta de material
201010631,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO LOMBAR,Coleta de material
201010640,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO P/ ESVAZIAMENTO,Coleta de material
201010658,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,PUNÇÃO VENTRICULAR TRANSFONTANELA,Coleta de material
201010666,Coleta de material por meio de punção/biópsia,Procedimentos com finalidade diagnóstica,BIOPSIA DO COLO UTERINO,Coleta de material
201020017,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE LAVADO BRONCO-ALVEOLAR,Coleta de material
201020025,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE LINFA P/ PESQUISA DE M. LEPRAE,Coleta de material
201020033,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE MATERIAL PARA EXAME CITOPATOLÓGICO DE COLO DE ÚTERO,Coleta de material
201020041,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE MATERIAL P/ EXAME LABORATORIAL,Coleta de material
201020050,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE SANGUE P/ TRIAGEM NEONATAL,Coleta de material
201020068,Outras formas de coleta de material,Procedimentos com finalidade diagnóstica,COLETA DE SANGUE PARA TIPIFICAÇÃO DO ALELO HLA-B,Coleta de material
202010015,Exames bioquimicos,Procedimentos com finalidade diagnóstica,CLEARANCE OSMOLAR,Diagnóstico em laboratório clínico
202010023,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,Diagnóstico em laboratório clínico
202010031,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,Diagnóstico em laboratório clínico
202010040,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),Diagnóstico em laboratório clínico
202010058,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),Diagnóstico em laboratório clínico
202010066,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),Diagnóstico em laboratório clínico
202010074,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),Diagnóstico em laboratório clínico
202010082,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINACAO DE OSMOLARIDADE,Diagnóstico em laboratório clínico
202010090,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE 5-NUCLEOTIDASE,Diagnóstico em laboratório clínico
202010104,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ACETONA,Diagnóstico em laboratório clínico
202010112,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ACIDO ASCORBICO,Diagnóstico em laboratório clínico
202010120,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ACIDO URICO,Diagnóstico em laboratório clínico
202010139,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ACIDO VANILMANDELICO,Diagnóstico em laboratório clínico
202010147,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ALDOLASE,Diagnóstico em laboratório clínico
202010155,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ALFA-1-ANTITRIPSINA,Diagnóstico em laboratório clínico
202010163,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,Diagnóstico em laboratório clínico
202010171,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ALFA-2-MACROGLOBULINA,Diagnóstico em laboratório clínico
202010180,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE AMILASE,Diagnóstico em laboratório clínico
202010198,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE AMONIA,Diagnóstico em laboratório clínico
202010201,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,Diagnóstico em laboratório clínico
202010210,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CALCIO,Diagnóstico em laboratório clínico
202010228,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CALCIO IONIZAVEL,Diagnóstico em laboratório clínico
202010236,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CAROTENO,Diagnóstico em laboratório clínico
202010244,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CATECOLAMINAS,Diagnóstico em laboratório clínico
202010252,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CERULOPLASMINA,Diagnóstico em laboratório clínico
202010260,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CLORETO,Diagnóstico em laboratório clínico
202010279,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE COLESTEROL HDL,Diagnóstico em laboratório clínico
202010287,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE COLESTEROL LDL,Diagnóstico em laboratório clínico
202010295,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE COLESTEROL TOTAL,Diagnóstico em laboratório clínico
202010309,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE COLINESTERASE,Diagnóstico em laboratório clínico
202010317,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CREATININA,Diagnóstico em laboratório clínico
202010325,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CREATINOFOSFOQUINASE (CPK),Diagnóstico em laboratório clínico
202010333,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,Diagnóstico em laboratório clínico
202010341,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,Diagnóstico em laboratório clínico
202010350,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE DESIDROGENASE GLUTAMICA,Diagnóstico em laboratório clínico
202010368,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE DESIDROGENASE LATICA,Diagnóstico em laboratório clínico
202010376,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),Diagnóstico em laboratório clínico
202010384,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FERRITINA,Diagnóstico em laboratório clínico
202010392,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FERRO SERICO,Diagnóstico em laboratório clínico
202010406,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FOLATO,Diagnóstico em laboratório clínico
202010414,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FOSFATASE ACIDA TOTAL,Diagnóstico em laboratório clínico
202010422,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FOSFATASE ALCALINA,Diagnóstico em laboratório clínico
202010430,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FOSFORO,Diagnóstico em laboratório clínico
202010449,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,Diagnóstico em laboratório clínico
202010457,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE GALACTOSE,Diagnóstico em laboratório clínico
202010465,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),Diagnóstico em laboratório clínico
202010473,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE GLICOSE,Diagnóstico em laboratório clínico
202010481,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,Diagnóstico em laboratório clínico
202010490,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE HAPTOGLOBINA,Diagnóstico em laboratório clínico
202010503,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE HEMOGLOBINA GLICOSILADA,Diagnóstico em laboratório clínico
202010511,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE HIDROXIPROLINA,Diagnóstico em laboratório clínico
202010520,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE ISOMERASE-FOSFOHEXOSE,Diagnóstico em laboratório clínico
202010538,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE LACTATO,Diagnóstico em laboratório clínico
202010546,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE LEUCINO-AMINOPEPTIDASE,Diagnóstico em laboratório clínico
202010554,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE LIPASE,Diagnóstico em laboratório clínico
202010562,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE MAGNESIO,Diagnóstico em laboratório clínico
202010570,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE MUCO-PROTEINAS,Diagnóstico em laboratório clínico
202010589,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE PIRUVATO,Diagnóstico em laboratório clínico
202010597,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE PORFIRINAS,Diagnóstico em laboratório clínico
202010600,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE POTASSIO,Diagnóstico em laboratório clínico
202010619,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE PROTEINAS TOTAIS,Diagnóstico em laboratório clínico
202010627,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE PROTEINAS TOTAIS E FRACOES,Diagnóstico em laboratório clínico
202010635,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE SODIO,Diagnóstico em laboratório clínico
202010643,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),Diagnóstico em laboratório clínico
202010651,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),Diagnóstico em laboratório clínico
202010660,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE TRANSFERRINA,Diagnóstico em laboratório clínico
202010678,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE TRIGLICERIDEOS,Diagnóstico em laboratório clínico
202010686,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE TRIPTOFANO,Diagnóstico em laboratório clínico
202010694,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE UREIA,Diagnóstico em laboratório clínico
202010708,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE VITAMINA B12,Diagnóstico em laboratório clínico
202010716,Exames bioquimicos,Procedimentos com finalidade diagnóstica,ELETROFORESE DE LIPOPROTEINAS,Diagnóstico em laboratório clínico
202010724,Exames bioquimicos,Procedimentos com finalidade diagnóstica,ELETROFORESE DE PROTEINAS,Diagnóstico em laboratório clínico
202010732,Exames bioquimicos,Procedimentos com finalidade diagnóstica,GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),Diagnóstico em laboratório clínico
202010740,Exames bioquimicos,Procedimentos com finalidade diagnóstica,PROVA DA D-XILOSE,Diagnóstico em laboratório clínico
202010759,Exames bioquimicos,Procedimentos com finalidade diagnóstica,TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,Diagnóstico em laboratório clínico
202010767,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE 25 HIDROXIVITAMINA D,Diagnóstico em laboratório clínico
202010775,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO,Diagnóstico em laboratório clínico
202010783,Exames bioquimicos,Procedimentos com finalidade diagnóstica,ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC),Diagnóstico em laboratório clínico
202010791,Exames bioquimicos,Procedimentos com finalidade diagnóstica,DOSAGEM DE PEPTÍDEOS NATRIURÉTICOS TIPO B (BNP E NT-PROBNP),Diagnóstico em laboratório clínico
202020010,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,CITOQUIMICA HEMATOLOGICA,Diagnóstico em laboratório clínico
202020029,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,CONTAGEM DE PLAQUETAS,Diagnóstico em laboratório clínico
202020037,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,CONTAGEM DE RETICULOCITOS,Diagnóstico em laboratório clínico
202020045,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE CURVA DE RESISTÊNCIA GLOBULAR,Diagnóstico em laboratório clínico
202020053,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA),Diagnóstico em laboratório clínico
202020061,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE SULFO-HEMOGLOBINA,Diagnóstico em laboratório clínico
202020070,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE COAGULAÇÃO,Diagnóstico em laboratório clínico
202020088,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE LISE DA EUGLOBULINA,Diagnóstico em laboratório clínico
202020096,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO -DUKE,Diagnóstico em laboratório clínico
202020100,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE SANGRAMENTO DE IVY,Diagnóstico em laboratório clínico
202020118,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,Diagnóstico em laboratório clínico
202020126,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE TROMBINA,Diagnóstico em laboratório clínico
202020134,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),Diagnóstico em laboratório clínico
202020142,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),Diagnóstico em laboratório clínico
202020150,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DETERMINAÇÃO DE VELOCIDADE DE HEMOSSEDIMENTAÇÃO (VHS),Diagnóstico em laboratório clínico
202020169,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE ANTICOAGULANTE CIRCULANTE,Diagnóstico em laboratório clínico
202020177,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE ANTITROMBINA III,Diagnóstico em laboratório clínico
202020185,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR II,Diagnóstico em laboratório clínico
202020193,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR IX,Diagnóstico em laboratório clínico
202020207,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR V,Diagnóstico em laboratório clínico
202020215,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR VII,Diagnóstico em laboratório clínico
202020223,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR VIII,Diagnóstico em laboratório clínico
202020231,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR VIII (INIBIDOR),Diagnóstico em laboratório clínico
202020240,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),Diagnóstico em laboratório clínico
202020258,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR X,Diagnóstico em laboratório clínico
202020266,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR XI,Diagnóstico em laboratório clínico
202020274,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR XII,Diagnóstico em laboratório clínico
202020282,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FATOR XIII,Diagnóstico em laboratório clínico
202020290,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE FIBRINOGENIO,Diagnóstico em laboratório clínico
202020304,Exames hematológicos e hemostasia,Procedimentos com finalidade diagnóstica,DOSAGEM DE HEMOGLOBINA,Diagnóstico em laboratório clínico
